Fecha_Contratacion,Monto_Colocado,tech_cat,domestic_cat,credit_cat,online_cat,fin_help_cat,trump_dolar_rem,calendario,nacimiento,Robaron,Asaltaron,Credito
18/05/2018,184589431.6,31,25,22,15,2,23,0,4473,0,0,1
19/05/2018,29431045.79,33,25,16,15,2,18,0,5846,0,0,0
20/05/2018,10765012.75,42,27,9,16,2,14,0,6056,0,0,2
21/05/2018,204530438.1,30,28,19,15,3,22,0,6031,0,0,0
22/05/2018,173285233,31,21,19,16,4,21,0,5850,1,0,1
23/05/2018,181263641.8,30,21,18,17,3,19,0,6018,1,0,0
24/05/2018,150808588.2,31,20,19,17,3,22,0,5257,2,0,0
25/05/2018,172706384.8,33,22,21,18,3,21,0,4558,2,0,0
26/05/2018,20881492.07,36,36,15,18,2,16,0,5887,0,0,2
27/05/2018,9257923.69,40,28,9,20,2,14,0,6143,2,0,1
28/05/2018,189501034.8,36,22,20,29,3,19,10000,6032,1,0,1
29/05/2018,161387115.7,32,25,19,25,3,18,10000,5922,0,0,1
30/05/2018,190971743.2,33,21,21,23,3,21,10000,5960,2,0,0
31/05/2018,187445306,32,21,23,24,3,28,10000,5193,0,0,0
01/06/2018,172187226.1,33,21,22,22,3,27,10000,4613,0,0,4
02/06/2018,19096024.02,42,26,16,20,2,19,0,5874,0,0,0
03/06/2018,6670678.9,41,28,9,19,3,17,0,6230,1,0,0
04/06/2018,171263882.8,32,22,19,17,3,21,0,6037,0,0,0
05/06/2018,148868977.8,33,21,19,16,3,23,0,6000,0,0,0
06/06/2018,149725296.5,31,22,19,16,3,24,0,6126,0,0,2
07/06/2018,157484564,30,22,18,16,3,23,0,5187,0,0,1
08/06/2018,191741396.7,32,21,21,16,4,28,0,4674,0,0,2
09/06/2018,3706474.85,41,35,13,14,2,20,0,5977,1,1,1
10/06/2018,70941112,46,26,8,18,2,22,0,6313,2,0,0
11/06/2018,341269794,36,24,18,16,4,28,0,5955,0,0,1
12/06/2018,295680539.4,38,24,17,16,4,29,0,6104,3,0,0
13/06/2018,269445519.8,35,26,18,15,4,26,0,5952,0,0,1
14/06/2018,257719859.7,33,68,19,15,3,22,0,5670,0,0,4
15/06/2018,256114306.9,33,59,23,15,3,22,0,4718,0,0,1
16/06/2018,65214972.25,36,46,17,15,2,21,0,6290,0,1,1
17/06/2018,24779271.1,38,70,7,14,1,15,0,6007,0,0,2
18/06/2018,240919962.8,32,35,19,15,4,23,10000,6178,0,0,3
19/06/2018,225844237.1,32,34,19,15,3,26,0,5890,0,0,3
20/06/2018,212149668.5,32,39,17,15,3,36,0,6090,2,0,4
21/06/2018,194388141.4,32,42,18,13,3,34,0,5443,0,0,1
22/06/2018,215321903.9,31,34,21,15,3,31,0,4508,2,0,8
23/06/2018,29104318.54,35,100,12,13,3,19,0,5796,1,0,8
24/06/2018,18634022.16,42,37,9,15,2,18,0,6153,1,0,5
25/06/2018,223819997.6,34,36,20,16,4,23,0,6066,0,0,10
26/06/2018,193482687.1,33,41,19,15,4,23,0,5899,0,0,14
27/06/2018,168820529.9,29,100,16,13,3,19,0,6072,2,0,0
28/06/2018,205900028.3,35,31,19,15,4,23,0,5464,0,0,14
29/06/2018,220392263.9,37,25,26,16,4,24,0,4554,1,0,8
30/06/2018,37374451.89,37,54,17,14,3,18,0,5756,0,0,0
01/07/2018,11618043.4,35,49,7,14,3,19,0,6102,2,0,4
02/07/2018,141128167.5,27,63,16,11,4,100,0,5929,1,0,18
03/07/2018,173685902.9,33,29,19,15,6,43,0,5981,0,0,10
04/07/2018,164999601.1,35,23,19,18,6,35,0,6261,5,0,16
05/07/2018,158394475.9,36,23,19,18,6,31,0,5208,0,0,20
06/07/2018,159964193.7,35,32,19,17,5,31,0,4563,0,0,18
07/07/2018,20275513.39,36,46,15,16,3,28,0,6116,0,0,16
08/07/2018,17233446.49,44,28,9,18,3,25,0,6070,1,0,8
09/07/2018,209134869.3,39,26,19,19,6,30,0,5834,0,0,14
10/07/2018,178473382.1,37,32,19,18,6,29,10000,6009,0,0,20
11/07/2018,177509886.9,38,31,18,18,6,30,0,6086,0,0,18
12/07/2018,185431346.8,39,24,20,19,5,30,0,5576,1,0,20
13/07/2018,186967259.3,39,22,23,18,5,32,0,4599,1,0,20
14/07/2018,30245444.06,43,31,16,19,3,28,0,6061,1,0,18
15/07/2018,12354622.28,42,39,10,21,3,26,0,6222,1,0,8
16/07/2018,196804185.2,41,26,21,40,5,33,0,6341,0,0,14
17/07/2018,173951546.7,38,23,22,42,6,33,0,6261,1,0,10
18/07/2018,168818855.9,39,23,19,28,5,33,0,6436,1,0,14
19/07/2018,169162931.8,40,23,19,20,5,29,0,5539,0,0,10
20/07/2018,181423255.3,39,23,21,19,4,27,0,4902,2,0,20
21/07/2018,26890191.53,42,27,15,18,3,23,0,6386,1,0,10
22/07/2018,14197937.56,42,32,11,19,2,20,0,6457,1,0,16
23/07/2018,201809076.3,39,25,20,19,5,28,0,6289,3,0,16
24/07/2018,172519450.5,37,22,21,20,5,27,0,6194,0,0,8
25/07/2018,174853863.3,37,22,21,18,6,28,0,6421,0,0,20
26/07/2018,176445948.5,38,22,20,20,5,26,0,5582,2,0,20
27/07/2018,191253181.9,38,23,21,19,5,26,0,5010,1,0,20
28/07/2018,23475597.96,42,27,17,17,3,20,0,6100,0,0,12
29/07/2018,7781073.71,43,33,12,19,3,19,0,6429,1,0,12
30/07/2018,184145506.4,38,24,25,20,6,26,0,6334,1,0,18
31/07/2018,193960662.3,39,22,26,20,7,25,0,6195,0,0,20
01/08/2018,162459613.6,38,23,24,19,6,24,0,6515,3,0,20
02/08/2018,140585503.5,38,25,21,19,6,24,0,5662,1,0,12
03/08/2018,152924674.6,37,24,22,18,6,36,0,4726,3,0,16
04/08/2018,20399994.88,40,27,17,17,4,28,0,6313,3,0,4
05/08/2018,20055656.21,43,30,11,18,4,26,0,6581,1,0,16
06/08/2018,191517139.9,37,24,20,19,7,36,0,6347,1,0,10
07/08/2018,161799209.2,36,22,20,19,7,34,0,6437,0,0,16
08/08/2018,162351616,36,23,20,18,8,33,0,6517,2,0,12
09/08/2018,165264075.2,36,22,19,19,7,33,0,5633,0,0,18
10/08/2018,168742260.8,36,22,19,18,7,35,0,5032,0,0,8
11/08/2018,30807475.48,40,29,15,17,5,30,0,6340,2,0,8
12/08/2018,10087976.97,74,57,19,31,7,25,0,6530,0,0,4
13/08/2018,177862030.6,63,44,38,32,13,37,0,6338,1,0,12
14/08/2018,163347002.3,61,38,37,30,14,38,0,6514,0,0,14
15/08/2018,157546432.1,56,39,37,32,15,35,0,6794,1,0,18
16/08/2018,167951066.2,62,38,35,29,13,34,0,5961,0,0,10
17/08/2018,164032780.5,59,38,36,29,13,32,0,5091,0,0,16
18/08/2018,25559188.35,64,51,30,30,8,25,0,6396,0,0,10
19/08/2018,9280790.26,67,52,20,30,8,24,0,6449,1,0,4
20/08/2018,185204255.7,55,38,36,32,14,31,0,6729,0,2,8
21/08/2018,134311513.5,51,34,32,28,14,30,0,6588,1,1,12
22/08/2018,140188035.9,48,36,31,27,12,31,0,6795,1,0,8
23/08/2018,140062082.2,48,38,31,27,14,32,0,5977,1,0,14
24/08/2018,149880451.7,52,33,32,29,13,33,0,5141,1,0,4
25/08/2018,17550731.57,64,45,28,32,9,26,0,6470,0,0,16
26/08/2018,6650470.57,60,48,19,31,7,23,0,6892,0,0,8
27/08/2018,163174816.2,51,33,35,30,14,41,0,6729,2,0,6
28/08/2018,141380475.2,48,35,31,30,14,37,0,6754,1,0,12
29/08/2018,153195249.6,52,37,32,27,15,37,0,6768,1,0,6
30/08/2018,158698184.4,47,34,33,27,15,41,0,6215,1,0,6
31/08/2018,181362978.6,51,34,43,28,16,38,0,5221,3,0,10
01/09/2018,24371174.76,63,44,34,27,10,32,0,6821,0,0,4
02/09/2018,4751864.48,66,46,21,31,7,26,0,7005,4,0,4
03/09/2018,153097971.7,54,33,36,30,11,33,0,6915,0,0,14
04/09/2018,117865896,52,32,32,28,10,32,0,6773,0,0,10
05/09/2018,123782100.2,47,35,31,29,10,33,0,7135,1,0,20
06/09/2018,128171692,48,33,29,27,8,29,0,6284,1,0,18
07/09/2018,146981773.1,52,34,32,27,9,32,0,5396,1,0,16
08/09/2018,4974161.97,64,46,26,29,7,27,0,6915,1,0,20
09/09/2018,79570141.91,68,41,14,30,8,25,0,7224,1,0,18
10/09/2018,335003716.3,54,33,33,28,13,31,0,7572,0,0,8
11/09/2018,273085358.3,51,34,31,28,13,26,0,7268,0,0,14
12/09/2018,246103269.9,87,38,30,29,10,29,0,7481,1,0,20
13/09/2018,238546283.4,100,34,30,28,10,30,0,6575,0,0,16
14/09/2018,236314567.2,83,35,39,30,9,30,0,5472,1,0,14
15/09/2018,49781843.98,84,46,31,27,7,26,0,6455,0,0,16
16/09/2018,23710778.33,75,95,17,27,5,20,0,5820,1,0,14
17/09/2018,243336554.3,63,36,38,32,11,29,0,7219,0,1,16
18/09/2018,169774635.7,59,41,33,30,10,28,0,7655,1,0,10
19/09/2018,160734729.2,57,37,29,28,11,28,0,7629,2,0,12
20/09/2018,169680398.9,56,35,29,27,11,26,0,6719,0,0,20
21/09/2018,168667347.6,65,35,35,27,11,27,0,5756,3,0,8
22/09/2018,37839326.05,80,46,27,29,7,22,0,7124,1,0,10
23/09/2018,19875463.27,82,54,19,30,5,20,0,7100,0,0,0
24/09/2018,181063078.2,62,43,32,30,9,27,0,7031,1,0,12
25/09/2018,168616142,58,35,29,29,9,29,0,7095,0,0,20
26/09/2018,174736910.2,58,35,30,27,8,30,0,7209,1,0,20
27/09/2018,163552137.5,59,37,32,27,8,29,0,6458,1,0,20
28/09/2018,188362624.3,66,35,46,30,7,29,0,5340,1,1,20
29/09/2018,32648630.09,75,44,37,30,6,24,0,6797,0,0,16
30/09/2018,6333046.85,77,46,21,29,5,20,0,6878,0,0,4
01/10/2018,167690494.4,58,35,35,30,9,29,0,7080,1,0,6
02/10/2018,156857327.4,55,35,32,29,8,30,0,7044,2,0,16
03/10/2018,191997069.3,53,35,31,31,8,29,0,7134,0,0,20
04/10/2018,186279313,50,32,28,30,9,29,0,6226,1,0,16
05/10/2018,190665461.9,54,35,32,29,7,28,0,5384,0,0,14
06/10/2018,27294886.32,70,45,30,30,5,24,0,6690,0,0,8
07/10/2018,28008004.86,67,49,19,30,6,20,0,6869,1,0,6
08/10/2018,270131577.3,55,37,31,29,8,27,0,6896,1,0,18
09/10/2018,257045175.8,55,32,30,31,9,27,0,6880,3,0,6
10/10/2018,256720912.5,50,31,29,28,9,26,0,7277,1,0,16
11/10/2018,229989201.8,51,29,29,27,11,26,0,6115,1,0,20
12/10/2018,250179539.8,55,36,35,28,20,25,0,5273,2,0,20
13/10/2018,42847040.47,70,37,28,29,11,23,0,6513,2,0,6
14/10/2018,17448732.2,74,41,17,32,8,19,0,6918,0,0,20
15/10/2018,257886867.9,55,35,35,33,11,25,0,6618,0,0,12
16/10/2018,217690088.2,48,33,32,31,10,26,0,6617,0,0,10
17/10/2018,201635043.8,48,38,30,28,9,26,0,6931,0,0,20
18/10/2018,193936070.3,51,32,30,30,9,28,0,5991,0,0,16
19/10/2018,215842612.2,53,35,31,28,7,32,0,5171,0,0,10
20/10/2018,30582190.64,64,45,30,28,5,27,0,6794,1,0,6
21/10/2018,9282272.53,68,44,21,30,4,24,0,6682,0,0,2
22/10/2018,228388640.2,54,35,30,30,8,29,0,6914,2,0,6
23/10/2018,200754749.3,51,37,28,30,8,28,0,6616,0,0,12
24/10/2018,182439218.1,49,38,28,28,7,29,0,6813,1,1,0
25/10/2018,187297644.1,50,34,28,28,7,30,0,5922,0,0,0
26/10/2018,192164452.1,59,33,34,30,7,29,0,5098,1,0,0
27/10/2018,26407729.47,66,45,28,28,5,22,0,6236,1,0,2
28/10/2018,7837169.9,65,53,20,31,4,20,0,6668,1,0,0
29/10/2018,141200576.6,56,35,33,30,7,100,0,6337,1,0,8
30/10/2018,122148963.3,52,30,32,28,8,83,0,6511,0,0,0
31/10/2018,137356802.9,53,31,39,26,6,59,10000,6231,0,0,20
01/11/2018,124109743,58,36,37,29,6,51,10000,5658,4,0,0
02/11/2018,13736642.51,72,39,29,33,5,44,0,4845,0,0,6
03/11/2018,38733819.46,67,48,30,33,5,35,0,6602,1,0,12
04/11/2018,20781433.9,72,45,19,32,5,44,0,6873,2,0,4
05/11/2018,161449996.4,61,40,32,31,9,60,0,6578,0,0,16
06/11/2018,138011124.6,53,37,31,32,11,61,0,6641,0,0,0
07/11/2018,121978940.7,60,35,29,32,8,76,0,6850,1,0,0
08/11/2018,130981622.2,53,35,31,31,9,60,0,5996,1,0,16
09/11/2018,134552100.6,55,36,32,36,9,71,0,5124,0,0,12
10/11/2018,21782473.93,67,46,30,35,7,49,0,6567,0,0,18
11/11/2018,6578149.06,69,51,23,34,5,39,0,6832,0,0,6
12/11/2018,140860428.3,59,41,33,37,8,54,0,6459,1,1,0
13/11/2018,125160407.6,48,29,26,31,7,53,0,6463,3,0,0
14/11/2018,112921708.4,48,30,25,34,8,57,0,6645,2,1,0
15/11/2018,123263641.7,51,29,28,36,6,51,0,5890,2,0,0
16/11/2018,136625304.2,70,39,34,60,8,51,0,4929,1,0,20
17/11/2018,20966516.98,87,48,29,59,5,41,0,5515,0,0,0
18/11/2018,5541008.46,93,48,16,57,4,37,0,6332,1,0,12
19/11/2018,6993523.21,83,47,19,57,5,44,0,6547,1,1,16
20/11/2018,146680863,65,35,30,45,7,52,0,6504,1,0,14
21/11/2018,120818270.7,53,30,27,36,8,48,0,6655,0,2,12
22/11/2018,116226232.8,52,29,24,40,10,48,0,5732,0,0,18
23/11/2018,118156802.7,53,31,27,66,9,49,10000,5038,4,0,12
24/11/2018,18136220.61,65,41,24,48,6,40,0,6447,0,0,16
25/11/2018,5874221.91,62,40,18,38,4,33,0,6512,1,0,10
26/11/2018,133018728.9,53,31,25,48,7,51,0,6199,0,0,6
27/11/2018,116426128,47,29,25,39,6,64,0,6200,2,0,8
28/11/2018,115294672.4,44,29,27,32,7,52,0,6200,2,0,6
29/11/2018,115431308.1,46,42,27,30,7,47,0,5485,0,0,10
30/11/2018,128262118.3,49,32,35,31,8,51,0,4942,1,0,4
01/12/2018,7590548.22,60,53,26,31,9,100,0,6229,1,0,6
02/12/2018,4004344.91,60,42,17,32,8,84,0,6413,2,0,10
03/12/2018,108127765.3,52,31,29,32,12,83,0,6145,0,0,8
04/12/2018,104817118.6,49,27,28,33,12,66,0,6277,1,0,12
05/12/2018,96091094.24,47,27,25,32,12,50,0,6448,2,0,6
06/12/2018,107397783.1,50,34,28,31,15,49,0,5718,0,0,10
07/12/2018,119445215.2,54,31,29,33,11,51,0,4724,1,0,10
08/12/2018,1213940,66,35,25,35,8,41,0,6302,3,0,14
09/12/2018,73104737,65,44,16,37,6,36,0,6332,0,0,12
10/12/2018,532149058,55,31,28,38,10,48,0,6318,2,0,16
11/12/2018,369951888.4,53,30,29,37,9,46,0,6236,0,0,12
12/12/2018,111598150.8,58,32,25,37,9,45,0,6280,2,0,8
13/12/2018,451632902.6,56,31,29,36,9,51,0,5634,0,1,12
14/12/2018,334569246,55,41,37,35,10,43,0,4854,0,0,6
15/12/2018,122578599.4,64,34,31,38,8,37,0,6235,1,1,4
16/12/2018,46808337.65,72,52,15,42,6,35,0,6495,0,0,10
17/12/2018,348166230.5,62,47,32,46,11,48,0,6267,1,0,12
18/12/2018,304344296.1,67,33,32,43,10,52,0,6311,1,0,6
19/12/2018,278111359.7,69,32,31,43,8,52,0,6590,2,0,10
20/12/2018,263800015.3,74,33,32,46,8,59,0,5806,0,0,18
21/12/2018,238287839.9,72,32,34,41,6,61,0,4750,0,0,10
22/12/2018,55192875.57,78,35,27,40,6,50,0,6495,0,0,20
23/12/2018,26558595.71,92,41,15,38,4,42,0,5982,1,0,8
24/12/2018,165488887.1,87,36,25,37,4,49,10000,4912,0,0,4
25/12/2018,13225912.88,100,38,9,37,3,44,10000,4212,0,0,0
26/12/2018,157257380.4,90,36,27,45,5,60,0,6163,0,0,10
27/12/2018,156753147.9,82,37,29,42,5,53,0,5876,0,0,8
28/12/2018,151426336.5,76,35,32,40,5,64,0,4889,0,0,4
29/12/2018,32881780.42,80,37,25,37,4,55,0,6195,1,0,4
30/12/2018,5901028.89,84,42,14,38,4,45,0,6067,2,0,4
31/12/2018,64826485.83,74,33,27,36,5,53,10000,4921,0,0,4
01/01/2019,5210943.62,73,44,12,30,4,55,10000,4090,0,0,8
02/01/2019,206871766,73,36,29,40,11,70,0,5943,1,0,10
03/01/2019,150128205.9,76,36,28,42,12,63,0,5872,1,0,4
04/01/2019,160720347,81,32,30,42,9,64,0,5074,2,0,18
05/01/2019,19612329.69,82,46,24,38,8,52,0,6007,1,0,2
06/01/2019,27569607.78,91,45,15,39,6,44,10000,6368,2,0,6
07/01/2019,242607517.1,66,33,28,37,10,60,10000,6256,0,0,12
08/01/2019,212344757.4,57,31,26,31,9,56,0,6055,1,0,10
09/01/2019,194216431,52,32,24,32,16,65,0,6278,3,1,10
10/01/2019,193883313.3,50,31,25,30,19,64,0,5593,1,0,0
11/01/2019,200934519.9,51,31,28,31,16,65,0,4871,0,1,14
12/01/2019,44581764.55,60,42,22,29,11,62,0,6108,0,0,6
13/01/2019,7257337.29,61,43,15,33,9,50,0,6121,0,0,6
14/01/2019,377869114.7,49,32,27,32,11,70,0,6016,0,0,0
15/01/2019,374740062.5,47,30,27,30,12,78,0,6289,1,0,20
16/01/2019,391595712.7,47,30,25,30,15,73,0,6328,0,1,10
17/01/2019,359507704,45,30,24,28,12,77,0,5555,1,0,12
18/01/2019,368129282.5,48,30,28,29,13,66,0,4861,1,0,6
19/01/2019,52814974.78,53,42,22,28,9,57,0,5926,1,0,6
20/01/2019,37730336.68,56,48,15,31,7,50,0,6377,0,0,2
21/01/2019,448250924.3,46,35,25,29,9,56,0,6129,2,0,14
22/01/2019,371306228.2,44,31,25,29,11,55,0,6213,1,0,0
23/01/2019,357982097.8,42,33,24,29,12,51,0,6100,0,0,10
24/01/2019,336518568.8,43,32,25,29,12,54,0,5402,3,0,10
25/01/2019,355115625.9,50,32,27,30,12,58,0,4799,1,0,20
26/01/2019,79509643.58,55,38,23,30,9,56,0,5965,0,0,2
27/01/2019,23920073.77,55,43,16,30,7,46,0,6174,0,0,10
28/01/2019,367905181.5,44,33,26,29,11,53,0,5998,1,0,0
29/01/2019,322003051.9,42,30,26,28,11,49,0,5860,1,0,0
30/01/2019,299543877.2,47,30,26,26,11,54,0,5962,1,0,0
31/01/2019,314931300.5,41,28,27,27,11,51,0,5357,2,0,8
01/02/2019,409839213.7,46,31,28,28,10,48,0,4668,1,0,6
02/02/2019,56020677.95,55,35,26,28,8,45,0,5143,0,0,12
03/02/2019,50326859.84,59,46,17,29,8,37,0,5877,1,0,0
04/02/2019,15802683.93,53,40,17,31,8,44,0,6115,0,0,4
05/02/2019,272819096.5,46,34,28,29,9,65,0,6140,0,0,18
06/02/2019,241765501.8,41,35,26,27,9,71,0,6338,2,0,6
07/02/2019,249499478.1,40,29,24,26,12,63,0,5520,1,0,12
08/02/2019,256454369.8,41,29,27,26,11,63,0,4761,1,0,16
09/02/2019,43016760.79,50,40,26,29,9,54,0,5844,4,0,6
10/02/2019,29813177.04,53,41,16,28,9,49,0,6084,0,0,0
11/02/2019,317200024.5,43,30,26,28,11,68,0,6008,2,0,0
12/02/2019,270001221,39,31,23,25,12,65,0,6032,0,1,10
13/02/2019,269310540.2,37,30,24,27,10,58,0,5740,1,0,18
14/02/2019,231326829.8,64,46,39,41,14,61,0,5645,1,0,8
15/02/2019,260503960.3,67,48,52,43,16,74,0,4724,0,0,12
16/02/2019,46609897.02,86,63,47,45,15,57,0,5941,1,0,20
17/02/2019,16844715.08,90,67,29,47,13,46,0,6108,0,2,0
18/02/2019,285839462.4,73,46,46,46,17,65,0,6027,0,0,8
19/02/2019,243466025.8,68,51,41,45,16,62,0,5972,0,0,0
20/02/2019,212862055.9,66,50,41,43,17,58,0,6124,0,0,10
21/02/2019,228176903.2,64,48,41,45,17,56,0,5392,2,0,0
22/02/2019,235188803.4,67,46,46,41,15,57,0,4830,0,0,0
23/02/2019,34417988.34,82,62,40,44,13,54,0,5938,2,0,8
24/02/2019,15991321.37,87,77,28,42,13,45,0,5973,0,0,10
25/02/2019,264366638.7,67,82,43,41,18,57,0,5749,1,0,0
26/02/2019,226313331.8,68,48,42,42,26,58,0,5798,0,0,0
27/02/2019,264409235.4,63,57,46,43,25,59,0,5881,1,0,12
28/02/2019,292266697.6,64,49,53,42,26,64,0,5152,0,0,0
01/03/2019,267141303.3,72,49,53,43,28,55,0,4509,0,0,8
02/03/2019,33251352.27,81,70,44,42,20,48,0,5852,1,0,16
03/03/2019,15572709.37,89,60,28,50,14,50,10000,6170,0,0,4
04/03/2019,250607499.9,70,50,46,48,18,56,0,6020,0,0,0
05/03/2019,197272428.7,63,53,45,40,19,56,0,5998,1,0,0
06/03/2019,222777215.4,62,51,41,41,17,57,0,6124,1,0,0
07/03/2019,229506289.7,62,45,42,44,15,58,0,5399,1,0,0
08/03/2019,267315852.2,63,43,45,42,15,62,10000,4603,0,0,18
09/03/2019,9609700,78,61,41,45,12,50,0,5823,0,0,0
10/03/2019,54358523,85,69,29,47,11,43,0,6021,25,4,20
11/03/2019,503991461,66,62,42,43,17,61,0,5875,25,1,0
12/03/2019,414229205.4,60,58,40,39,17,56,0,6019,25,4,20
13/03/2019,402510545.2,63,57,46,42,18,53,0,5739,25,2,20
14/03/2019,382750030.7,56,51,45,39,15,52,0,5372,25,4,0
15/03/2019,416848820.2,64,50,55,43,15,55,0,4602,25,0,0
16/03/2019,111190853.9,78,66,51,42,12,51,0,4999,25,4,20
17/03/2019,46808885.5,88,78,34,49,11,41,0,5870,25,4,20
18/03/2019,43883485.59,85,64,34,52,12,49,0,6011,25,4,20
19/03/2019,377617134.5,67,48,47,46,17,61,0,5901,25,3,20
20/03/2019,328024879.7,66,49,47,45,17,70,0,6120,25,1,20
21/03/2019,290784796.2,65,46,46,43,17,100,0,5485,25,3,20
22/03/2019,301364676.8,69,49,55,44,15,70,0,4652,25,8,20
23/03/2019,74966283.39,81,67,44,45,14,56,0,5844,25,2,20
24/03/2019,34806809.86,89,65,25,53,12,48,0,5974,25,3,20
25/03/2019,345200941.8,70,51,43,48,12,67,0,5880,25,5,20
26/03/2019,257182010.1,65,47,45,45,13,63,0,5993,25,3,20
27/03/2019,281358605.3,64,55,40,42,23,58,0,6083,25,5,20
28/03/2019,274299456.8,65,44,46,44,23,62,0,5378,25,4,20
29/03/2019,330142023.5,68,44,59,44,15,65,0,4448,25,3,20
30/03/2019,54641379.4,80,60,53,46,12,61,0,5987,25,1,20
31/03/2019,6860008.32,84,62,31,50,8,49,0,5899,25,3,20
01/04/2019,296157917.6,69,48,50,48,15,67,0,6245,25,4,20
02/04/2019,239924844.6,63,42,47,45,14,69,0,5220,25,3,20
03/04/2019,236870438.3,63,46,44,45,17,61,0,4642,25,2,20
04/04/2019,216215872.5,62,44,44,44,22,57,0,4850,25,6,20
05/04/2019,239306021.1,70,49,49,48,29,61,0,4083,25,3,20
06/04/2019,38389877.51,77,57,43,47,22,54,0,6016,25,2,20
07/04/2019,44427891.15,83,62,29,49,15,47,0,6298,25,8,20
08/04/2019,327160165.2,70,48,49,47,20,61,0,6120,25,5,20
09/04/2019,289675018.6,63,48,42,48,21,58,0,6035,25,3,30
10/04/2019,266776994,64,55,45,45,26,58,0,6217,25,4,10
11/04/2019,256656735.1,65,49,46,44,26,64,0,5123,25,1,0
12/04/2019,255955248.5,69,48,55,45,23,67,0,4498,25,3,10
13/04/2019,61051163.94,81,57,48,51,16,60,0,5673,25,3,10
14/04/2019,25776774.19,93,76,35,53,12,51,10000,5912,25,2,10
15/04/2019,300944807,84,61,67,56,14,74,0,5873,25,3,0
16/04/2019,257840801.9,79,67,56,51,14,64,0,5937,25,3,10
17/04/2019,228968364.6,83,57,59,52,10,68,0,5990,25,6,10
18/04/2019,26259102.53,92,58,43,52,8,63,0,5209,25,4,10
19/04/2019,19886090.95,88,64,28,56,8,57,0,4546,25,3,0
20/04/2019,27082312.29,90,70,36,50,7,54,0,5736,25,1,10
21/04/2019,16426952.31,90,66,35,51,6,52,10000,6026,25,4,0
22/04/2019,264866281.8,82,56,51,54,9,67,0,5842,25,2,10
23/04/2019,218920510,80,53,51,54,11,67,0,5805,25,7,10
24/04/2019,212390129.2,74,57,50,53,11,70,0,5876,25,2,10
25/04/2019,231598310.6,76,53,49,50,10,64,0,5183,25,8,10
26/04/2019,222471794.9,72,48,50,50,9,64,0,4406,25,1,10
27/04/2019,37554264.2,78,60,45,47,7,55,0,5798,25,3,0
28/04/2019,12529314.47,81,61,33,49,7,49,0,5968,25,3,10
29/04/2019,265001890.1,67,51,53,50,12,60,0,5800,25,1,10
30/04/2019,263958905.6,68,52,56,46,13,60,0,5812,25,1,10
01/05/2019,17742134.72,82,71,39,51,11,58,10000,5139,25,4,10
02/05/2019,242704348,69,57,51,50,18,58,0,4711,25,6,0
03/05/2019,212897440.9,69,49,54,46,20,61,0,4290,25,8,10
04/05/2019,45669323.55,82,69,45,48,16,49,0,5710,25,1,0
05/05/2019,2304049.16,83,97,32,51,11,47,0,5648,25,3,0
06/05/2019,208861236.5,68,54,46,51,18,39,0,6083,0,6,10
07/05/2019,178810182.1,65,59,44,48,19,44,0,6248,25,4,10
08/05/2019,180332823.6,65,51,46,48,18,39,0,6084,0,5,0
09/05/2019,173572988.3,66,54,49,42,14,40,0,5291,25,2,0
10/05/2019,144854985.9,73,55,48,47,9,40,10000,4521,25,3,10
11/05/2019,23884484.08,92,57,38,47,10,34,0,5967,25,3,10
12/05/2019,38507656.7,83,74,30,50,10,31,0,6213,0,2,10
13/05/2019,254888755.9,64,56,49,48,16,41,0,5885,25,3,10
14/05/2019,232740596,66,49,51,49,17,46,0,5876,25,4,10
15/05/2019,234079330.9,71,51,52,49,14,41,0,6129,0,3,10
16/05/2019,225725311.7,69,54,49,50,13,41,0,5183,25,5,0
17/05/2019,221818853.6,71,58,53,49,12,41,0,4550,25,3,10
18/05/2019,47150026.15,80,58,39,52,8,33,0,5860,25,2,10
19/05/2019,17321383.55,86,66,28,52,8,29,0,6020,25,2,10
20/05/2019,225227054.1,70,64,51,48,14,43,0,6070,25,5,10
21/05/2019,199252909.5,67,49,48,51,15,42,0,5959,25,5,10
22/05/2019,198775337.5,65,50,45,53,17,43,0,5880,25,5,10
23/05/2019,185016259.5,66,49,48,54,13,42,0,5162,25,4,10
24/05/2019,199607590.7,68,54,50,56,12,41,0,4577,25,2,10
25/05/2019,40707881.97,88,56,38,64,11,35,0,5751,0,3,10
26/05/2019,12906682.15,87,64,26,74,9,31,0,5983,25,3,10
27/05/2019,220135947.9,77,59,48,100,13,36,10000,5880,25,2,10
28/05/2019,188747069.3,77,49,46,89,14,34,10000,5935,25,1,10
29/05/2019,198205458.6,70,53,47,77,13,35,10000,5991,25,2,10
30/05/2019,218478648.9,71,44,52,74,14,38,10000,5356,25,8,10
31/05/2019,264941401.3,73,49,64,76,12,100,10000,4468,25,0,10
